User_ID,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
15719713,49,171,64,6,89,39.6,28
19140214,31,179,82,6,87,39.1,19
17465417,28,159,56,11,93,40,53
16347135,54,162,59,24,114,40.8,179
12834296,33,186,83,24,116,40.3,185
18198579,67,181,84,9,93,39.9,53
10842264,22,163,59,16,104,40.1,93
19929063,49,172,69,23,104,40.7,142
16403093,46,171,73,26,101,40.7,152
17909757,43,166,66,12,89,40.1,54
12387955,40,160,59,7,81,39.8,26
10387714,32,163,66,19,101,40.7,106
17786931,54,186,90,7,84,39.4,28
12015336,25,193,86,23,101,40.5,118
19585696,58,167,62,28,105,40.7,183
19981365,74,189,87,9,93,39.8,57
18544417,43,184,88,4,89,39.2,17
15006801,54,180,79,19,105,40.3,132
14608298,47,173,69,1,80,37.3,4
12851776,41,149,54,26,102,40.7,156
15099951,22,194,93,8,90,39.6,28
14805647,64,163,60,24,103,40.4,155
15593520,53,177,77,17,95,40.1,88
18256224,22,163,62,4,86,38.3,9
10429524,32,153,55,8,89,39.5,36
13841133,56,162,66,7,88,39.4,32
12729324,51,180,76,8,86,39.3,33
11315992,53,171,68,24,102,41.1,145
18072181,22,186,81,21,101,40.3,102
12383913,24,157,56,15,98,39.7,79
10469759,20,162,57,12,95,39.8,58
16803455,22,150,52,22,102,40.7,125
12305352,39,165,69,30,108,41,195
13114604,49,161,57,10,89,40.2,47
18246392,68,190,99,19,98,40.4,133
14710699,37,172,77,22,105,40.5,134
14174462,41,180,73,29,119,41.1,219
13315933,44,192,94,28,109,41.1,208
18417736,36,197,96,23,97,40.4,121
19757705,44,173,69,27,107,40.9,178
17883346,48,175,69,21,101,40.3,122
14087143,22,200,104,17,92,40.3,68
17810504,64,170,69,11,85,39.7,48
11122624,39,174,74,26,106,40.8,159
18725655,52,169,70,14,99,40.4,79
15351170,20,193,98,22,100,40.7,110
19260401,38,157,57,5,83,39.3,19
10966499,64,167,64,17,101,40.1,105
15377942,65,204,112,25,106,40.9,209
17894176,21,173,71,28,111,40.9,171
11217124,44,180,74,13,98,39.9,70
13451711,67,191,91,26,99,40.7,147
19973268,59,156,56,10,98,39.9,59
18059938,51,187,91,24,98,40.9,145
10029380,64,176,77,27,112,40.8,194
15659810,27,180,83,13,93,40.2,51
11480876,58,199,102,15,91,40.4,83
16496960,63,173,67,24,110,40.6,170
14674170,59,154,56,23,102,40.8,145
16335507,43,152,56,25,105,40.6,158
19884433,50,165,71,21,101,40.4,122
17376998,65,137,41,3,83,38.7,14
18040047,49,177,78,23,106,40.9,158
19712626,44,168,70,18,94,40.3,90
11787901,42,179,81,16,87,40.3,60
18210368,52,161,64,24,96,41,130
16733217,79,166,71,5,98,38.9,30
14350302,45,183,85,17,100,40.2,101
17211607,36,184,93,11,93,39.8,51
19169187,39,181,78,6,88,39.4,25
13009293,59,169,76,8,78,39.4,25
17272346,36,183,88,6,88,38.8,22
11194310,78,152,57,12,83,40,55
15335118,38,190,94,28,118,40.7,238
17673217,22,207,110,1,81,37.8,2
11472319,71,187,92,27,109,40.4,234
16098146,55,194,100,11,92,39.4,61
19805700,40,190,90,4,86,39.1,15
15381428,44,148,53,8,87,39.8,36
10488201,37,176,73,3,82,38.8,11
15549903,55,180,86,26,104,40.3,183
19748695,45,159,65,27,113,40.8,192
19691231,20,155,60,21,102,40.5,117
13585639,36,200,100,7,85,39.5,25
10831861,37,144,47,17,96,40,92
12561687,46,180,78,25,99,40.7,142
13227061,55,194,102,10,88,40,50
11919872,29,177,81,1,78,37.7,2
19729140,75,196,99,29,99,41,218
18181413,34,178,80,21,106,40.4,130
15801734,33,188,83,17,93,40.5,72
18014904,50,155,59,18,113,40.3,131
12734542,34,179,73,5,85,39.2,14
10104386,52,179,76,9,90,39.8,42
18467206,32,188,77,17,88,40.7,69
16256626,23,191,96,7,89,39,24
13563263,67,175,74,25,103,41,158
10440656,58,212,111,20,95,40.3,127
11185966,60,173,79,26,98,40.7,161
12258799,25,157,59,11,82,39.7,39
11890833,43,205,113,28,119,41,260
19846403,62,185,86,3,90,38.5,16
12119217,52,175,82,9,91,39.6,43
11504158,57,159,52,17,98,40.4,100
15282370,20,173,71,13,99,40.1,55
18972625,40,165,61,1,86,38,4
17017380,24,163,66,19,118,40.5,137
11230987,30,203,99,3,87,38.5,11
18385028,58,185,80,19,103,40.4,115
11700532,75,143,49,15,86,40.3,75
16118167,21,180,76,1,74,37.6,1
15792811,33,193,91,13,89,40.3,50
10235459,22,183,84,1,76,37.8,1
15277345,24,190,95,13,93,40.2,53
13479357,68,178,77,8,89,39.8,42
17305942,78,195,97,25,103,40.5,205
16457911,25,151,57,15,95,40.2,74
15772993,42,178,74,19,97,40.4,99
19067668,60,189,83,3,86,38.3,13
18694120,67,189,94,23,100,40.8,165
11969125,25,159,60,7,94,39.4,34
18993256,73,185,88,10,92,39.7,61
17489797,43,164,63,23,106,40.9,146
18694030,38,166,61,28,115,40.8,203
11131422,37,186,88,15,102,39.9,88
13798386,48,192,88,24,107,40.8,172
18128694,65,201,104,7,78,39.6,28
12210089,30,178,76,8,81,39.9,17
16474431,23,186,86,24,97,41,106
17338250,24,170,64,2,79,38.1,6
12494107,47,149,54,6,87,39.5,27
10753178,29,181,78,6,91,39.3,22
15496770,53,165,67,21,104,40.8,131
10042786,53,166,68,29,105,40.8,184
12913399,55,157,57,27,101,40.8,165
18647795,55,169,71,9,91,39.7,44
19531529,71,160,63,3,83,38.7,13
10421422,52,161,64,16,86,40.3,70
17561848,38,172,70,24,102,40.6,133
19148024,48,166,70,4,87,38.8,17
16475955,20,151,46,25,98,40.8,133
18580982,33,156,56,6,89,39.4,27
14899436,42,160,61,20,103,40.6,121
15571517,52,187,95,10,89,39.8,48
15082672,73,175,79,6,86,39.4,30
16279613,33,177,80,25,102,40.5,138
14061885,30,163,63,14,83,40.3,51
15330433,66,187,93,9,85,40.1,44
11955747,25,174,76,5,88,39.4,15
14448257,35,173,70,27,102,40.8,146
13283070,22,191,85,27,96,40.9,113
10073254,41,159,60,18,97,40.8,97
12897725,31,213,108,29,111,41.1,214
17174976,49,180,80,2,83,38.5,8
17117173,37,170,69,5,91,39.1,19
10334813,41,176,70,17,100,40.5,92
11325216,77,206,106,10,95,40,72
10034236,27,149,55,25,98,40.6,133
12697783,20,168,63,29,109,40.7,182
11028513,25,182,85,25,101,40.9,128
17282579,54,174,68,9,95,39.4,48
16901935,20,175,74,24,108,40.8,144
15387149,42,152,60,16,94,40.2,81
12589803,21,193,86,12,102,40.4,61
18468151,20,157,49,24,111,40.1,160
12132251,37,189,97,11,88,39.7,44
12256111,26,171,77,28,105,40.7,156
13399209,21,136,45,16,102,40.5,92
17645999,21,178,78,20,99,40.5,89
16097185,77,155,62,4,85,38.9,19
17285731,45,179,82,26,107,40.6,180
13145104,66,178,85,26,112,40.7,227
11725155,66,189,91,5,81,39.1,21
13246319,48,162,65,10,92,40.1,49
19811961,32,169,62,4,75,39.2,11
15541307,62,144,47,18,95,40.5,103
18834955,30,182,81,28,113,40.7,198
12969510,26,180,76,11,90,40.1,36
15582159,57,193,100,13,84,40.1,57
15343257,28,177,78,22,110,40.8,142
12620966,32,177,76,21,98,40.6,101
12540483,25,179,76,30,105,40.8,165
15393805,43,189,87,22,106,40.5,149
16209649,36,186,89,22,103,40.9,132
13152641,25,159,58,17,96,40.2,86
18472777,55,184,88,1,78,37.8,3
12158911,38,155,59,28,115,40.4,204
13189650,53,168,63,22,99,40.8,127
14786034,49,178,81,21,97,40.8,117
11155609,25,194,93,2,69,37.9,1
19881435,24,175,70,8,90,39.3,25
13001874,25,158,56,9,85,39.5,35
10749016,21,177,77,24,104,40.6,125
19710013,47,210,110,12,88,40.1,57
10229762,20,155,50,2,82,37.9,7
11016038,37,173,80,9,97,39.3,45
17512709,35,156,57,10,88,39.5,30
11441780,46,184,79,17,97,40.1,89
16088961,49,155,58,10,96,39.9,55
14012808,29,169,63,24,106,40.7,146
16763555,28,165,59,12,91,39.8,54
16676487,45,182,84,28,113,41,220
18531491,31,183,87,25,104,40.4,147
18635006,64,159,58,9,81,39.7,37
10988521,39,165,59,28,114,40.9,201
19799377,79,149,54,13,93,40.1,74
12052192,69,190,93,24,105,40.5,192
10153634,43,176,79,26,115,41.2,207
18027339,66,185,85,26,103,41.2,192
13226568,21,200,94,6,81,39.2,13
10005630,39,169,66,8,90,39.6,36
16957159,54,167,69,8,87,39.8,32
13314768,21,168,65,29,105,41.2,169
10698844,55,181,87,1,75,37.8,3
18052316,60,167,69,25,110,40.5,195
10097954,69,172,69,11,95,39.7,61
19429571,41,176,81,13,93,40.3,60
11789633,27,198,105,21,110,40.7,147
13872795,54,148,54,18,98,40.3,105
11984090,61,162,68,21,103,40.4,132
18948351,66,183,91,12,92,40.1,70
11967522,35,152,51,29,119,40.9,225
10128705,27,175,71,22,99,40.8,115
18450415,46,151,51,28,107,41.3,187
10971463,28,169,69,22,111,40.8,141
18157346,26,161,60,9,82,39.8,32
11775747,58,173,69,8,87,39.7,36
17804685,26,162,56,5,81,39.1,17
10137583,26,187,82,29,107,40.2,174
14623263,44,179,81,28,105,40.6,183
17686797,24,195,98,20,105,40.6,119
11222613,60,176,82,3,83,38.4,12
17079217,70,172,72,15,99,40.3,89
19866093,39,148,48,2,85,38.2,8
14970072,44,183,83,11,96,40.1,57
16056227,34,171,71,5,83,39.3,13
13004804,69,171,74,13,90,39.6,69
19081831,60,160,65,5,83,39.1,21
16437264,54,161,57,7,94,39.2,37
16409161,33,187,87,26,106,40.7,163
17276511,20,177,77,10,98,39.8,42
17108676,62,167,65,22,103,40.9,139
16655465,73,153,58,5,78,38.9,20
13447451,23,166,58,12,98,40.3,63
11295004,74,197,105,12,88,39.7,71
13077509,53,154,57,4,86,38.9,18
17045101,50,187,93,28,106,40.9,203
14106575,24,193,99,20,89,40.2,71
15259470,26,175,76,12,92,40.3,43
10437907,58,159,61,25,111,41.1,179
10187923,62,166,65,1,73,37.9,3
11743514,23,193,93,29,103,41.1,159
16164002,28,170,70,11,86,40.1,42
12723428,31,176,68,15,96,40.3,75
16218134,29,175,73,9,91,39.7,32
18989710,46,195,95,10,82,40,35
10454943,21,167,65,21,102,40.5,97
11509886,56,153,50,9,82,39.6,38
10568966,75,197,103,6,91,39.1,38
18846299,36,190,95,27,106,40.7,178
13418066,66,155,62,19,99,40.5,114
14243456,74,173,78,30,107,40.9,204
14713837,23,171,72,6,84,39.4,13
19150517,65,186,85,17,96,40.5,107
19178111,25,154,52,18,108,40.5,115
19526474,26,178,79,12,101,40.5,60
18214674,34,176,78,12,98,39.7,59
12004791,38,163,66,11,98,39.9,59
18398697,20,203,103,11,93,39.8,44
13390054,34,181,72,23,102,41.2,130
12982082,74,196,94,24,102,40.7,187
16996165,70,161,62,6,90,39.2,31
16180811,20,149,52,16,91,40.4,72
16360287,73,149,55,30,107,41.2,213
18811852,44,172,75,14,101,40,79
18381887,33,178,82,30,108,41.1,194
10662599,60,166,66,22,111,40.6,157
17276986,51,195,89,12,94,39.8,65
15488231,67,151,59,27,105,40.8,181
14508374,52,178,85,6,79,39.3,19
19089590,37,156,57,22,96,40.6,116
16783162,49,178,85,15,91,40.1,71
16959883,54,182,90,17,106,39.8,125
12395025,25,163,63,15,96,39.7,74
12644749,35,176,81,21,107,40.3,134
10268173,38,145,49,17,91,40.1,82
10804602,33,183,85,18,99,40.5,93
17995366,72,177,70,16,97,40.4,93
12384672,69,200,98,17,96,39.9,115
11274879,40,177,84,7,82,39.4,21
18233713,27,188,84,25,100,40.8,126
16804757,51,169,70,28,106,40.7,179
16038706,20,143,48,27,107,40.6,169
10715737,40,172,71,20,101,40.7,113
12255729,41,182,77,23,115,40.6,163
19072496,76,142,49,23,99,40.5,147
10567476,38,157,60,28,109,40.7,185
13591182,33,165,72,6,81,39.5,13
13692241,37,170,69,25,118,40.7,186
18164019,35,169,66,5,75,39,14
14333716,58,175,78,19,100,40.6,121
15453006,22,196,96,29,102,40.8,155
13267646,45,182,80,26,108,40.8,165
17236893,35,169,76,12,90,40,45
18084777,40,159,63,12,93,40.2,59
18204057,67,191,90,24,104,40.9,184
18235061,41,176,71,13,89,39.9,57
16814911,22,195,95,29,108,41,181
17470279,44,172,67,17,86,40.5,71
13131717,20,183,80,11,94,40.1,41
10060820,45,175,76,15,84,40.5,50
16691224,24,179,81,19,97,40.3,83
18843343,79,164,64,18,98,40.2,110
17903478,26,197,97,20,102,40.7,111
17604950,59,172,70,2,96,38.6,11
16150482,50,175,75,25,116,40.7,184
12181996,40,201,97,10,99,40,58
19367719,63,154,62,28,101,40.9,180
15484362,46,162,68,5,92,38.8,24
16507731,49,156,56,29,115,40.9,218
15037423,20,170,67,4,91,39,17
19250593,23,192,91,7,76,39.6,10
12733731,37,183,90,16,96,40.2,81
16255880,46,187,82,24,98,40.7,127
12184877,66,193,97,20,95,40.6,129
12658380,72,169,71,29,105,41,193
14185910,55,171,73,14,101,40,88
17034837,79,145,46,3,83,38.5,14
10247441,24,176,76,10,82,39.8,20
14139725,64,166,64,13,99,40.3,77
15560435,64,179,80,25,105,40.4,187
18249254,42,177,77,10,97,39.9,52
12162148,55,171,70,17,93,40.3,85
18532676,27,179,72,22,104,41,118
11957294,22,187,90,4,73,38.9,3
13304910,55,180,89,4,81,38.8,14
14532793,26,169,72,2,82,38.3,4
18462871,75,154,58,29,99,41.2,181
14051967,74,198,104,11,92,39.7,72
16599617,32,177,82,27,106,40.6,165
18885482,27,166,62,11,95,39.7,54
12337351,57,171,78,14,85,40,57
10712052,56,192,101,18,96,40.3,111
15689308,51,191,94,6,82,38.7,22
16229422,60,161,63,3,89,38.3,14
13976334,49,155,54,14,91,40.3,70
17451062,30,170,72,5,86,39,14
19359509,49,164,66,23,101,40.5,135
11657261,37,186,84,16,95,40.2,76
11801105,31,165,62,5,80,38.8,17
14318750,53,177,76,15,94,40.1,76
19819991,75,177,85,11,97,39.7,76
10132457,74,167,71,20,100,40.6,123
11146026,60,204,114,3,78,38.9,12
19204077,70,177,82,16,93,40.2,96
13780557,26,158,58,23,105,40.3,138
11703149,64,188,92,17,102,40.4,124
16911419,62,172,75,9,87,39.3,40
10739846,29,183,78,13,96,40.1,63
19620732,57,151,54,4,79,38.6,15
17616405,38,152,55,28,107,40.9,181
10876525,44,161,55,11,90,39.8,52
14309378,35,187,90,17,98,40.2,89
11218599,77,179,74,29,106,40.9,197
10581265,22,188,89,7,80,39.2,13
11082279,20,178,75,21,101,40.6,110
14661843,24,185,83,15,90,40.5,50
14887122,74,182,88,14,91,39.7,84
10313893,67,155,56,6,82,38.7,26
14057988,51,182,86,2,94,38.3,11
19021774,26,187,89,13,89,40.1,45
14888540,59,191,89,21,93,40.7,118
14039719,51,152,57,20,93,40.6,104
14495392,33,159,55,27,105,40.7,167
13554413,62,177,82,21,102,40.7,146
15032003,55,177,75,9,95,39.6,47
15620975,53,150,51,9,97,39.6,52
10902241,40,149,53,27,106,41,174
19467443,22,151,54,17,100,40.2,93
10123661,28,187,85,23,92,40.2,89
16838476,46,165,69,3,74,38.5,9
15412752,44,183,85,17,109,40.3,123
18820691,54,166,76,2,83,38.3,7
13220104,20,181,80,27,100,40.8,124
19581331,34,143,51,21,105,40.7,131
17496393,44,169,67,20,101,40.5,116
14995902,65,166,62,11,90,39.6,55
10690925,20,196,92,10,88,39.8,31
19874640,33,157,64,9,85,40,35
15027600,50,208,112,18,90,40,94
17423918,33,187,93,2,85,38,6
10980041,64,162,70,13,95,40.4,71
13340961,24,188,93,10,94,39.6,42
14529111,64,164,61,2,79,38.1,8
10458725,67,189,97,22,103,40.7,169
17045278,74,163,64,29,106,40.8,200
17987097,25,181,70,21,108,40.2,129
11541562,27,200,104,22,97,40.2,110
17017081,26,173,72,11,89,40.2,34
16051076,54,157,54,18,101,40.9,110
12094559,42,166,69,8,81,39.4,29
19822063,29,153,49,10,88,39.9,44
10067859,53,196,97,27,108,40.9,210
10065742,30,176,73,9,80,39.6,29
18802682,39,172,66,25,106,40.6,156
15280249,41,188,82,5,84,39,16
11450234,35,153,52,10,87,39.6,43
16602077,46,169,68,20,111,40.6,137
17334716,24,163,58,25,103,40.9,144
13136328,21,177,75,16,86,40.1,39
15577873,21,165,65,12,88,40.1,48
11713594,20,196,95,10,89,40,33
12563759,52,183,83,10,91,40.1,49
19674782,29,171,76,13,88,40,41
12966987,72,164,65,12,104,40.1,79
18471332,30,153,56,20,91,40.4,92
16459449,64,148,51,16,94,40,90
13478726,30,165,64,20,101,40.4,111
17584463,68,175,81,6,79,39.3,23
19066449,25,177,82,2,85,38.1,5
14215771,21,188,82,2,85,38.1,5
11057601,75,173,79,5,87,38.9,26
16229857,67,186,93,9,86,39.7,45
10339282,26,179,71,16,97,40.3,68
15023130,36,175,70,24,104,40.3,138
13646720,64,178,75,20,94,40.2,114
17941358,77,175,79,4,84,38.8,20
11769262,71,168,65,5,81,38.8,21
10830067,60,187,92,3,81,38.8,12
18731446,48,196,101,16,97,40.2,95
14787766,29,157,57,5,85,39.4,20
13802821,59,181,78,29,103,41,177
18526026,39,144,53,19,91,40.7,91
10928428,55,174,74,5,85,39.1,21
19976691,43,154,54,6,83,39,24
17426264,37,154,61,5,82,39.5,19
12310238,45,189,91,5,96,39.1,27
16644888,31,190,96,25,99,40.9,133
17005829,78,176,79,8,91,39.5,48
18786180,28,157,59,10,96,39.8,51
19778214,50,208,112,13,91,40.3,70
11330367,62,178,85,8,84,39.2,35
10664035,26,176,81,12,90,39.7,41
18641361,21,188,93,14,91,40.3,50
17006078,21,159,64,16,87,40.3,38
19018538,56,174,82,21,101,40.7,137
10618567,63,168,65,19,96,40.3,107
16610738,76,181,76,22,96,40.7,125
16218423,30,183,83,8,93,39.7,33
10656591,30,173,62,5,87,39.5,21
13648998,23,159,55,3,84,38.4,11
10736495,68,179,85,13,91,40,74
12957908,37,176,76,26,115,40.5,198
16817409,47,169,69,28,113,40.5,198
18270445,76,167,65,26,102,40.9,168
13898338,28,149,53,28,109,41,183
12790929,23,160,59,11,88,40.2,45
12176085,41,183,85,28,106,40.9,186
17404782,32,170,70,18,96,40.3,90
12686066,77,174,73,18,98,40.3,107
15278502,55,174,71,22,93,40.5,111
18749482,23,191,88,10,91,39.7,36
16441677,53,159,61,14,109,39.8,96
13027788,49,164,63,18,103,40.3,110
16900867,53,161,63,11,84,40.2,46
10747571,39,158,60,12,91,39.9,57
11566569,57,180,73,6,87,39.4,27
10663328,21,190,94,16,103,40.4,86
14708432,31,173,75,2,77,38.7,6
17497651,30,174,69,14,86,40.6,55
10905163,27,186,86,12,102,40.2,64
19988317,56,173,72,21,108,40.5,140
17694376,64,180,90,13,90,39.8,71
11296355,31,151,52,23,104,40.5,140
17555683,63,177,80,3,89,38.7,15
19588554,69,144,47,19,96,40.5,113
17847282,39,159,59,6,87,39,26
16627485,45,158,66,29,105,40.7,181
11576883,44,179,81,7,86,39.4,26
10814160,33,181,82,26,105,40.5,157
19236065,25,164,60,21,107,40.5,130
16343749,24,154,56,26,106,40.9,159
13352002,41,164,64,4,93,38.8,20
14117571,24,184,80,23,99,41,107
12613423,26,167,59,28,106,40.6,171
13474684,30,168,70,28,103,41.1,160
17697141,20,164,65,25,105,40.5,145
15850439,37,198,97,1,82,37.4,3
16239644,53,156,55,5,74,39.1,16
16899892,40,180,76,4,80,38.7,13
14638604,66,174,66,7,83,39.5,30
18574714,26,192,84,5,78,38.9,8
13287124,28,162,60,3,84,38.4,11
13262589,66,158,61,30,112,40.9,223
10860433,79,197,97,5,91,39.3,32
19641334,27,170,67,5,77,39.1,15
12165950,39,156,55,15,95,39.9,78
13604143,21,161,58,30,115,40.8,210
16674329,47,157,56,24,102,40.7,146
18881904,20,158,54,13,96,40,65
19601904,59,156,54,12,96,40,68
10722301,25,173,72,22,93,40.5,80
14717693,78,191,94,4,87,38.7,23
10838219,48,180,86,8,92,39.3,39
17636782,49,195,98,28,110,40.8,221
18286888,36,141,48,14,98,40,78
14206471,20,171,69,9,99,39.6,46
13137444,21,186,86,28,107,40.7,163
17787651,60,183,91,30,107,40.9,235
11134212,76,179,80,9,94,39.2,58
15190273,58,162,62,25,103,40.9,158
11027066,31,176,80,11,81,39.7,25
19380788,63,171,68,7,84,39.8,30
17573094,38,186,88,17,94,39.8,81
15976612,25,171,72,24,96,40.7,116
13487576,25,166,64,23,98,40.5,119
14484158,68,191,97,5,76,38.9,18
16241633,24,157,52,11,85,40,43
15024694,35,167,76,7,92,39.6,28
16038542,54,168,72,27,113,41.3,217
11968768,24,160,60,17,104,40.2,99
16096804,28,172,71,11,86,40,42
11908567,20,190,83,4,86,38.8,10
19834547,24,194,93,9,92,39.4,35
19637443,40,195,98,18,93,40.5,88
17701747,30,160,63,14,87,40.4,57
16283720,40,183,78,20,92,40.6,92
12994937,66,153,61,22,96,40.7,126
15078430,30,179,70,2,72,38.3,5
17613940,20,172,75,10,88,39.7,27
10116277,48,177,86,27,114,41,221
11590119,40,164,57,27,108,40.6,178
15334997,26,174,73,21,104,40.8,120
18680253,64,186,90,21,108,40.2,171
14352843,77,162,69,8,89,39.4,44
10930223,20,174,74,28,109,40.9,163
17040587,40,173,68,21,89,40.4,93
13812171,62,164,67,12,88,40,56
13302219,25,196,88,13,94,39.9,53
19905203,59,168,73,8,87,39.4,35
19509029,54,181,81,4,79,38.6,12
16218520,77,155,59,19,95,40.2,111
19101362,38,182,83,5,83,39.1,15
10018455,20,158,54,25,108,40.7,157
12227213,49,178,77,23,109,40.4,151
14287624,32,142,47,28,115,40.7,205
19210351,41,179,81,30,105,40.8,192
12845667,50,165,64,6,82,39.4,23
10108884,62,145,50,3,82,38.6,13
10388146,30,152,60,11,98,39.7,58
18672971,37,148,54,13,93,39.7,65
19173079,26,181,86,22,98,40.4,104
17923422,46,182,82,2,79,38.5,5
10133801,67,165,65,24,103,40.4,154
10336550,50,193,92,13,93,39.7,68
14641475,50,166,74,7,88,39.7,29
11488373,30,178,68,5,84,39.3,18
17524995,41,181,82,23,106,40.5,151
15168046,23,145,48,8,90,39.7,36
19113089,50,164,67,16,94,40.4,82
10960879,51,184,92,3,80,38.5,10
10710082,59,190,93,22,93,40.7,126
18473922,41,182,83,15,91,39.8,67
16022223,52,154,55,1,67,38,2
15428340,31,166,65,5,90,39.4,22
17180658,23,185,85,14,97,40.5,62
18557469,28,163,60,29,96,41,147
12776633,53,188,91,12,90,40.1,59
19922693,22,187,84,26,99,40.6,120
14941758,30,181,80,2,89,38.3,7
15264323,21,155,58,27,103,40.7,154
16746432,30,154,56,11,90,40.1,50
18594452,29,186,87,20,98,40.7,98
19053854,21,175,74,13,95,40.2,60
13368828,78,168,71,27,109,40.6,231
14944228,43,183,71,5,88,39.2,22
19212210,42,176,80,26,116,40.5,210
18071616,26,186,85,13,83,40,32
11792698,50,167,70,13,92,40.1,63
16569335,35,170,65,16,97,40.2,83
13921452,31,155,56,25,111,40.8,169
12422614,20,194,97,20,96,40.4,87
11859799,48,194,96,26,100,40.4,164
16247013,39,175,75,26,102,40.8,149
10558049,24,192,93,21,99,40.9,103
16792673,27,169,66,9,87,40,36
11630375,53,152,51,7,83,39.5,30
19508335,44,184,88,22,98,40.8,124
14866208,37,156,59,19,101,39.9,110
14019711,28,171,70,17,103,40.4,89
15114833,41,185,86,22,104,40.5,140
12818489,47,182,86,30,114,40.7,244
17306405,26,175,79,20,103,40.4,106
18744958,20,176,74,15,100,40.3,67
14035457,64,150,55,19,102,40.4,122
19278649,21,193,88,15,90,40.4,50
10518304,21,164,62,27,106,40.6,161
13884571,29,179,73,27,107,40.7,164
13264704,41,177,76,10,83,39.8,37
10082743,54,159,63,8,84,39.7,34
10298359,55,149,52,14,92,40.1,73
12837971,60,177,76,24,108,40.6,160
11449060,21,178,76,30,113,40.9,196
14780448,21,195,92,19,100,40.5,93
19153982,31,179,80,28,112,40.9,194
16726083,26,159,61,7,88,39.5,29
11986235,21,161,60,4,87,38.8,16
16905108,35,192,103,14,91,40.2,63
13709683,27,195,92,15,97,40,71
19801362,29,153,50,3,82,38.1,11
10808673,74,164,66,24,107,40.6,167
14943324,42,168,66,3,78,38.6,10
18712681,46,184,82,24,105,40.9,145
18335920,49,179,82,18,101,40.4,111
15271999,76,176,81,24,94,40.7,154
14185401,35,165,65,22,95,41,110
10459338,42,181,81,6,83,39.5,19
11343832,38,181,88,19,100,40.7,107
16206479,44,173,69,26,109,40.8,172
17152429,66,191,84,11,98,40.4,62
18561510,20,176,76,4,89,39,11
13026279,27,161,63,10,97,39.9,51
18481415,35,180,79,29,115,40.7,219
13856177,25,179,75,2,77,38.3,6
10875219,69,172,71,26,98,40.7,152
10620142,64,155,53,12,100,40.1,75
13719002,29,169,68,26,108,40.3,162
14937366,32,179,81,26,110,41,174
19940451,63,184,86,26,109,40.7,212
13517805,36,167,64,28,108,40.8,180
12159858,36,180,80,22,109,40.9,139
19347445,75,169,69,27,100,40.4,167
11489769,38,181,81,20,101,40.3,113
19767750,31,148,53,5,74,39.5,14
18212090,58,165,65,19,111,40.8,135
17933676,66,204,109,14,101,40.1,106
10053023,37,185,80,18,105,40.7,111
17077165,43,186,88,16,94,39.9,80
18283018,61,175,74,13,92,40.1,65
10018244,21,191,95,18,89,40.6,60
19113292,45,161,61,27,113,40.8,193
18645469,73,185,87,26,99,40.6,186
17421142,29,188,84,16,95,40.4,70
12319687,62,180,83,27,99,40.8,177
13599191,58,177,84,11,88,40,52
15566996,66,186,95,2,77,38.3,7
16087023,23,169,64,30,116,40.5,212
13802848,23,142,47,12,96,39.9,62
18607623,55,192,98,28,111,41.1,233
10880425,41,187,91,13,91,40.2,58
18957677,32,181,82,15,93,40.3,63
16666021,75,161,69,19,93,40.3,103
15950782,53,180,77,27,103,40.7,178
13567414,68,201,105,19,100,40.3,142
14801660,23,175,78,19,104,40.6,101
14110060,37,159,62,25,101,40.6,143
17855197,34,148,48,13,94,40.2,66
19491441,41,152,55,25,103,40.6,153
14273676,20,167,70,18,91,40.7,55
15527838,24,169,63,2,81,37.8,7
11151679,78,167,69,5,93,39.2,27
12564633,25,187,91,13,89,40,44
14435368,44,160,59,26,106,40.6,167
16732256,51,181,82,9,79,39.8,27
13852586,44,164,59,29,109,40.6,196
19441309,38,191,89,8,82,39.4,24
12860108,65,189,91,13,96,40.1,83
17329083,43,183,88,12,95,40,62
11829660,21,172,70,20,99,40.4,86
17837203,24,170,72,9,77,39.7,10
17438241,29,161,65,28,110,41.1,182
10445981,32,175,79,8,98,39.9,39
11015740,45,177,74,8,84,39.7,31
17996502,36,172,72,4,80,39.2,13
19931417,21,157,59,28,114,40.7,192
17991736,70,164,63,7,86,39.6,33
14862392,33,163,65,26,108,40.7,165
17545155,36,154,52,21,100,40.5,120
18009557,68,149,52,22,86,40.3,106
11835406,32,164,62,25,100,40.3,138
18067287,57,178,78,21,102,40.9,125
15286476,60,199,109,16,96,40.2,105
11148285,27,161,55,13,93,40.2,62
12505221,42,179,77,4,72,38.4,6
15246444,24,182,74,7,88,39.3,28
19021891,23,189,79,5,94,38.9,22
14482866,73,146,50,30,110,40.8,225
12856324,72,169,72,6,87,39.4,28
12275191,38,170,64,9,91,39.6,42
14172132,49,187,89,24,99,40.7,145
12589622,36,201,106,29,115,41.2,238
12525662,23,193,88,1,84,37.7,3
17210344,66,188,93,1,85,37.7,5
16247254,47,188,84,26,105,40.8,175
13028532,49,173,66,4,81,38.9,15
18102802,77,166,68,19,101,40.1,121
17857365,29,165,62,21,102,40.5,119
10344110,62,172,81,14,88,40.5,68
14366581,52,154,57,11,89,40.1,53
18161873,73,157,64,20,106,40.4,137
11016590,53,194,93,27,104,40.5,191
13739511,41,195,96,19,100,40.5,113
12611592,74,191,99,14,89,40.2,83
